Desarrollador,ID_desarrollador
Pixelogic,2507
argent,2508
Shen Studios,2509
FrontLine Studios,2510
People Can Fly / Epic Games,2511
Guerrilla Cambridge,2512
Giza10,2513
Keen Software House,2514
DrinkBox Studios,2515
cerasus.media GmbH,2516
Arkedo Studio,2517
Team ICO,2518
Foreign Media Games,2519
Phantom 8 Studio,2520
Compile,2521
Unknown,2522
SCEA Bend Studio / Naughty Dog,2523
Overkill Software,2524
AGEOD,2525
Urban Games,2526
Starbreeze Studios,2527
Microsoft Game Studios,2528
Space Boat Studios,2529
Artech Studios,2530
Somi,2531
Invictus Games Ltd,2532
Interchannel,2533
Infogrames,2534
Frontier Developments,2535
BioWare Corp.,2536
Asylum Entertainment,2537
DECK13 Interactive,2538
Stern Electronics,2539
8ting/Raizing,2540
Firesprite,2541
Panic Button LLC,2542
Confounding Factor,2543
EA Phenomic,2544
ChunSoft,2545
Teyon Entertainment,2546
Frictional Games,2547
TetraEdge Games,2548
D3,2549
Red Storm Entertainment / Ubisoft Paris,2550
The Digital Lounge,2551
"Dreams, Inc.",2552
Mistwalker Corporation / tri-Crescendo / Bird Studio,2553
Sean Han Tani,2554
CRI,2555
Massive Entertainment / Swordfish Studios,2556
Light and Shadow Productions,2557
Sunrise Games Ltd.,2558
Hyperspace Cowgirls,2559
Mythic,2560
Aquamarine,2561
Garakuta-Studio,2562
Bunkasha Publishing,2563
Hudson?�Soft,2564
Big Huge Games,2565
Love Conquers All Games,2566
Amanodai,2567
Best Media,2568
FuRyu,2569
Tantatus Interactive,2570
Ghost Games,2571
Muse Soft,2572
Pure Entertainment,2573
Swingin' Ape Studios,2574
Hudson Soft / West One,2575
ASK,2576
Quantic Dream,2577
Acclaim?�Studios?�Cheltenham,2578
Gearbox Software,2579
Black Mesa Team,2580
Virtual Air Guitar Company,2581
Playrix Entertainment,2582
Home Entertainment Suppliers,2583
Mehsoft,2584
Yuke's Media Creations,2585
Mojang,2586
Deep Fried Entertainment,2587
Guillemot Inc,2588
Valcon Games,2589
"Blind Squirrel Digital, Inc",2590
Argonaut Games,2591
Kronos Digital Entertainment,2592
Pam Development,2593
White Wolf Productions,2594
Uacari,2595
Coresoft,2596
Reef Entertainment,2597
Design Factory,2598
Diamond Head,2599
Secret Exit Ltd.,2600
inXile,2601
Ocean,2602
High Voltage Software,2603
Valhalla Game Studios,2604
Hired Gun,2605
Paramount Interactive,2606
Killmonday Games,2607
Ubi Nagoya,2608
GungHo Works,2609
Otomate,2610
Attention To Detail,2611
3DClouds.it,2612
Motion Twin,2613
DSI Games,2614
Japan Supply System,2615
Cowboy Rodeo,2616
Stormfront Studios,2617
Venom Games / Human Head Studios,2618
Electronic Arts North Carolina,2619
Inevitable Entertainment,2620
CiRCLE Studio,2621
Microids,2622
EC Interactive Games,2623
Avalon Style,2624
CYBIRD,2625
Nautilus,2626
SevenOne Intermedia GmbH,2627
Carlsen Games,2628
N-Fusion Interactive,2629
Meteorise,2630
Expansive Worlds,2631
Taniko,2632
Presto Studios,2633
Battlefront,2634
Direct Action Games,2635
Backbone Entertainment / Harmonix Music Systems,2636
High Horse Entertainment,2637
Visual Sciences,2638
Cerasus Media,2639
Excalibur Studios,2640
House of Tales,2641
Raven Software,2642
THQ Australia,2643
Appaloosa Interactive,2644
Acido Cinza,2645
B.Alive,2646
Kunos Simulazioni,2647
Dymchick1,2648
Synetic,2649
ERS G-Studio,2650
Inferno Games,2651
Avanquest Software,2652
Pacific Coast Power & Light,2653
Matrix Software,2654
Acclaim Studios Austin,2655
Silicon Knights,2656
Gusto Games,2657
Game Factory,2658
TT Games / Harmonix Music Systems,2659
Crea-Tech,2660
Nitro Games,2661
Majesco Entertainment,2662
Robomodo,2663
Sammy Corporation,2664
Creative Patterns,2665
ZigZagIsland,2666
Holospark,2667
LVGameDev LLC,2668
Hidden City Games,2669
Gainax,2670
Overplay,2671
ACOT,2672
Societa,2673
A+ Games,2674
IR Gurus,2675
ClockStoneSoftware,2676
Galactic Cafe,2677
Digital Leisure,2678
Sammy Studios,2679
Halcyon,2680
2K Games,2681
Fortyfive,2682
Rivage Games,2683
The Pokemon Company,2684
Tango Gameworks,2685
JGI Entertainment,2686
2K Marin,2687
tri-Ace,2688
2K Play,2689
Ilinx,2690
Coleco,2691
OmiyaSoft,2692
Outright Games,2693
Madmind Studio,2694
Nintendo EPD,2695
Electronic?�Arts?�UK,2696
Yoostar Entertainment Group,2697
Tiertex Design Studios,2698
Bell Corporation,2699
Takara,2700
Indimo Labs LLC,2701
"Buddiez, Inc.",2702
Frontier Studio,2703
MiCROViSion Inc. / Falcom Corporation,2704
UDS,2705
"Seed Studios, Lda",2706
Blast! Entertainment Ltd,2707
Coyote Developments,2708
Batterystaple Games,2709
4a-games,2710
Pukka Games,2711
DC Studios,2712
syn Sophia,2713
Triumph Studios,2714
Infinite Interactive,2715
Syscom Entertainment,2716
Alchemist,2717
TickTock Games,2718
Wanadoo,2719
Definitive Studios,2720
Paul Cuisset,2721
Adeline Software,2722
Autumn Moon,2723
Shaba Games,2724
EXAKT Entertainment,2725
The Astronauts,2726
Zoo Games silver,2727
Namco / NOW Production,2728
Idol FX,2729
Hammerfall Publishing,2730
Acclaim Studios London,2731
8MonkeyLabs,2732
honeybee,2733
Blue Byte Software / Related Designs,2734
Agetec Inc.,2735
5000ft,2736
Visual Impact,2737
"Pipeworks Software, Inc.",2738
Dark Energy Digital,2739
3f Interactive,2740
Little Worlds Studio,2741
Valve Software,2742
YSK,2743
PM Studios,2744
Halycon Media GmbH & Co. KG,2745
Arkane Studios / Floodgate Entertainment / Kuju Entertainment,2746
Villa Gorilla,2747
NorthPole Studio,2748
Bright Future GmbH,2749
Edia Corporation,2750
CyberPlanet Interactive,2751
Taleworlds,2752
ImaginEngine Corp.,2753
Contraband Entertainment,2754
Ivolgamus,2755
Kaiko,2756
The Fun Pimps,2757
NewKidCo,2758
SIMS,2759
Facepunch Studios,2760
Locus,2761
Electronic Arts,2762
Westwood Studios,2763
Idol Minds Digital Entertainment,2764
Think and Feel,2765
"Chunsoft Co., Ltd.",2766
Koei/Inis,2767
AwesomeBlade,2768
Spiral House,2769
Bigben Interactive,2770
Elephant Games,2771
Millennium Kitchen,2772
Victor Interactive Software,2773
Radon Labs GmbH,2774
Ubisoft Casablanca,2775
Outerlight,2776
SCEA Santa Monica Studio,2777
Playmore Corporation,2778
Digital Reality,2779
Coconuts Japan,2780
G-Artists,2781
Kouyousha,2782
Synthetic Dimensions,2783
Digital Dreams,2784
Flashpoint Games,2785
TimeGate Studios/Day 1 Studios,2786
Nickervision Studios,2787
Beenox Studios,2788
Hector,2789
Sandlot Games / Digital Embryo,2790
Shiny Entertainment,2791
System 3 Arcade Software,2792
Emotion,2793
LAN - GAMES EOOD,2794
Nintendo EAD Tokyo,2795
KCEK,2796
InterServ International,2797
"BeeWorks Co., Ltd.",2798
MinMax Games Ltd.,2799
Mirai Shounen,2800
Egosoft,2801
Capcom Production Studio 3 / Flagship,2802
Rockstar Leeds/North,2803
Netherock Ltd.,2804
"Sanuk Software Co., Ltd.",2805
SCS Software,2806
Sidhe Interactive,2807
Quantum Factory,2808
Humansoft,2809
"The Collective, Inc.",2810
Sega Europe,2811
Datam Polystar,2812
Reality Pump Studios,2813
DTP Young Entertainment,2814
Arcane Raise,2815
Invent4 Entertainment,2816
Amedio,2817
WhiteBear Studios,2818
Digitalmindsoft,2819
Piranha Games,2820
UIG Entertainment,2821
Lead Pursuit,2822
Magix,2823
Rainbow Games,2824
Remedy Entertainment,2825
SoftMax,2826
Gunnar Games,2827
High Voltage Software / Backbone Entertainment,2828
Nissimo,2829
"Corecell Technology Co.,Ltd.",2830
Armature Studio,2831
Dice,2832
Game Lab / Play First,2833
ReadySoft,2834
Arcade Moon,2835
Recom,2836
Vision Scape,2837
Ghost Town Games,2838
Shin'en,2839
Capcom?�Production?�Studio?�2,2840
Treasure,2841
Nadeo,2842
"Capcom Production Studio 4 / Nude Maker Co., Ltd.",2843
Shin'en Multimedia,2844
Awesome Productions,2845
Probe?�Entertainment?�Ltd.,2846
DreamWorks Interactive,2847
Respawn Entertainment,2848
Headfirst Productions,2849
Ludia Inc.,2850
Ndemic Creations,2851
Gevo Entertainment,2852
MileStone Inc.,2853
Pixel Tales,2854
Bombservice,2855
Lump of Sugar,2856
Amusement Vision,2857
Blade Interactive,2858
Coffee Stain Studios,2859
NCS,2860
"Tetris Online, Inc",2861
Zono Incorporated,2862
Kodiak Interactive,2863
Magical Company Ltd,2864
System 3 Software,2865
DDI,2866
"Rideon Japan, Inc.",2867
Snowblind Studios,2868
Image Epoch,2869
Bullfrog Production,2870
"eGames, Inc.",2871
Sony Computer Entertainment America,2872
Omiya Soft,2873
Roxor Games,2874
Crate Entertainment,2875
Coyote Console,2876
Front Wing,2877
ConcernedApe,2878
Kogado Studio,2879
Papaya Studios,2880
Opera House,2881
Oddworld Inhabitants,2882
"Luxoflux, Inc.",2883
Takara Tomy ARTS,2884
PopTop Software,2885
KMM Games,2886
Flight Plan,2887
Exient Entertainment,2888
Arush Entertainment,2889
The Sims Studio,2890
"Seamless Entertainment, Inc.",2891
ASCII Media Works,2892
Silicon & Synapse,2893
SIE San Diego Studio,2894
VAC,2895
XS Games,2896
Brogames,2897
Eurocom,2898
TRY Corporation,2899
ThinkOfGames,2900
Level 5/Brownie Brown,2901
Danger Close Games,2902
Cave,2903
Q Entertainment / Phantagram / FeelPlus,2904
OutLook Entertainment,2905
Natsume Atari,2906
Pseudo Interactive,2907
UFO Interactive,2908
Creative Office,2909
Complie,2910
Oxygen Interactive,2911
Murudai,2912
Hangar 13,2913
Page 44 Studios,2914
Adrenalin Entertainment,2915
2K Australia / 2K Boston,2916
Konami Computer Entertainment Nagoya,2917
Arrowhead Game Studios,2918
Tokyo RPG Factory,2919
Tranji,2920
Capcom/Disney,2921
Minds-Eye,2922
"Sound Source Interactive, Inc.",2923
Rockstar Toronto / Leeds,2924
Namco,2925
Tate Interactive,2926
Bullets,2927
Nival Interactive,2928
EA,2929
Ellipse Studios,2930
Cooking Mama Limited,2931
H2O Entertainment,2932
Plenty,2933
Atelier Double,2934
GenePool,2935
PlayV,2936
Aterdux Entertainment,2937
Minato Station,2938
Playsport Games,2939
WeirdBeard,2940
Happinet,2941
London Studios,2942
Hemisphere Games,2943
Rising Star Games,2944
"Iwasaki Electronics Co., Ltd.",2945
Deck13 Hamburg,2946
Lizardcube,2947
"Paradigm Entertainment, Electronic Arts",2948
Lucky Chicken,2949
Universomo,2950
Artifex Mundi sp. z o.o.,2951
Cuve Games,2952
369 Interactive,2953
Kalisto Entertainment,2954
Black Eye Games,2955
ChaYoWo Games,2956
Blue Omega Entertainment,2957
Victor Interactive,2958
Black Lime Studio,2959
Maximum Family Games,2960
Bitfield GmbH,2961
Grizlikyt,2962
Warashi Inc.,2963
Gray Matter Studios,2964
ORiGO Games,2965
Awesome Studios,2966
Media Rings,2967
Lancarse,2968
Brownie Brown / HAL Laboratory / Nintendo SPD Production Group No. 3,2969
1C: Maddox Games,2970
Screenlife Games,2971
Grimlore Games,2972
Cats Who Play,2973
Plukit,2974
Just1337 Studio,2975
3DO,2976
HipSoft,2977
Wide Games,2978
Altar Interactive,2979
Animation Arts,2980
Eat Sleep Play,2981
Almanic Corp.,2982
Pixel Crow,2983
Code Monkeys,2984
DTP Entertainment,2985
Next Wave Team,2986
KID Corporation,2987
Full Fat,2988
Gameness Art Software,2989
Media Molecule,2990
Number None Inc.,2991
BottleRocket,2992
Big Blue Bubble Inc.,2993
Dream On Studio,2994
Ultravision,2995
Banpresto,2996
Terry Cavanagh,2997
Buzz Monkey / Crystal Dynamics,2998
Traveller's Tales / Heavy Iron Studios,2999
Eidetic,3000
Societe Pollene,3001
Gakken,3002
Enigma Software Productions,3003
Terraglyph Interactive Studios,3004
Black Hole Entertainment,3005
Blue Monkey Studios,3006
Bandai Namco Games,3007
RED Entertainment,3008
Razorback Developments,3009
Dingo Inc.,3010
Nextech,3011
Sandlot Games,3012
Global A Entertaiment,3013
The Adventure Company,3014
Armor Project / Think Garage,3015
Hearty Robin,3016
MediaWorks,3017
QLOC,3018
Naarassusi Game,3019
ITE Media,3020
Mediatonic Ltd.,3021
Climax,3022
Retro Studios,3023
FDI,3024
Aki Corp,3025
"Origin Systems, Inc.",3026
Big Head Games,3027
InLight Entertainment,3028
Key17 Games,3029
EA Seattle,3030
Planet Interactive,3031
THQ Digital Phoenix,3032
Behaviour Studios,3033
Konami / Eighting,3034
Yuke's,3035
"GignoSystem Japan, Inc.",3036
SevenOne Intermedia,3037
2K Boston / 2K Australia / 2K Marin,3038
Alientrap Games Inc,3039
Racjin,3040
Kojima Productions,3041
Supergiant Games,3042
Technos Japan Corporation,3043
Asobo Studio,3044
"Strategic Simulations, Inc.",3045
"Crackpot Entertainment / Creat Studios, Inc.",3046
Pack-In Video,3047
"Konami Computer Entertainment America, Inc. Honolulu Studio",3048
USM,3049
Zig Zag,3050
Rusell,3051
Midway?�Studios?�San?�Diego,3052
ShadowRage,3053
Spellbound Entertainment,3054
CD Projekt Red Studio,3055
